Collection Number,File name,Folder Number,Folder Title,Item Title,Text on Back of Photo,notes,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_011_007,11,Medical Center cornerstone laying ceremony  1951 Nov.,"Inaugural ceremony at UCLA Medical School, November 2, 1951",Inaugural Ceremony - UCLA med Center 11/2/51,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_011_008,11,Medical Center cornerstone laying ceremony  1951 Nov.,"Guests at UCLA Medical School construction ceremony, November 2, 1951",UCLA Medical School construction ceremony   Photo By Modernage  320 Crocker Street Michigan 4529 L.A. 15 REORDER # 10875 DATE NOV 2 1951,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_001,12,Medical Center exterior,Exterior view of UCLA Medical Center,2013 Nov scanned 300 dpi  600  18,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_002,12,Medical Center exterior,UCLA Medical Center during construction,"University of California, Los Angeles  Visual Aids Dept.  Medical School Order No. 5031-8  Neg. No. ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_004,12,Medical Center exterior,"Exterior view of UCLA Medical Center, ca. 1970","Part of the Medical Center University of California at Los Angeles  With its long-range research programs in heart disease, cancer, mental health and eye diseases, the UCLA Medical Center is one of the world's greatest research, education and treatment centers.    c.1970",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_005,12,Medical Center exterior,View of parking lot from UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_006,12,Medical Center exterior,View of garden at UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_007,12,Medical Center exterior,Exterior view of UCLA Medical Center,"Robert C. Cleveland  All Publication Rights Reserved  PHOTO NO. 1905- 24E  11967 San Vicente, Los Angeles 49, CALIF.  Interior and Architectural Photography",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_009,12,Medical Center exterior,Four aerial views of UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_010,12,Medical Center exterior,View of UCLA Medical Center,University Archives  RG B 16/1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_011,12,Medical Center exterior,View of UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_012,12,Medical Center exterior,Exterior view of UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_013,12,Medical Center exterior,Exterior view of UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_014,12,Medical Center exterior,Medical professionals and students gathered in quad of UCLA Medical Center,3  7 bottom  L2200,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_015,12,Medical Center exterior,View of UCLA Medical Center entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_016,12,Medical Center exterior,View of UCLA Medical Center through trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_017,12,Medical Center exterior,Students walking down stairs outside of UCLA Medical Center,1  13-12-1   1,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_018,12,Medical Center exterior,View of UCLA Medical Center through trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_019,12,Medical Center exterior,Cars parked on street beside UCLA Medical Center,"Please Credit Thelner Hoover Photographic Artist  11295 Pickford Street Los Angeles 64, Calif. Granite 3-4144",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_020,12,Medical Center exterior,View of UCLA Medical Center through trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_021,12,Medical Center exterior,Aerial view of UCLA Medical Center,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_022,12,Medical Center exterior,View of street beside UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_023,12,Medical Center exterior,Students walking outside of UCLA Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_024,12,Medical Center exterior,Cars parked on street beside UCLA Medical Center,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_025,12,Medical Center exterior,View of Dental School Center,Dental School Center Sproul Middle of Book  Pg. 25 + 26,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_012_026,12,Medical Center exterior,"Exterior view of UCLA Medical Center, ca. 1980",Medical Cntr.  Hospital exterior c. 1980  scanned 2005 Dec 23  600 dpi 300 dpi,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_001,14,"Medicine, School of (UCLA)","View of reconverted Religious Conference Building, September 15, 1951","#10 Old RCB - Front of Bldg Sept 15, 1951 [Reconverted Religious Conference Bldg.]  67",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_002,14,"Medicine, School of (UCLA)","View of reconverted Westwood Women's Club, September 15, 1951","#12 [Reconerted Westwood Women's Club, Sept. 15, 1951]  67",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_003,14,"Medicine, School of (UCLA)",Students and faculty standing outside of UCLA School of Medicine,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_004,14,"Medicine, School of (UCLA)",Students and faculty standing stairs outside of UCLA School of Medicine,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_005,14,"Medicine, School of (UCLA)","UCLA School of Medicine temporary library building, September 3, 1951",#8 Med School - temp. bldg. library - Sept 3 1951 #7 -5-  13,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_006,14,"Medicine, School of (UCLA)","UCLA School of Medicine temporary surgery building, September 3, 1951","#7 Med School - temp. bldg Surgery, Sept 3 1951 - #6 -4-  13",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_007,14,"Medicine, School of (UCLA)","UCLA School of Medicine temporary buildings, ca. 1952",Medical School [temporary bldgs] c.1952,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_014_008,14,"Medicine, School of (UCLA)","UCLA School of Medicine dedication year, ca. 1951",Dedication year 1951,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_001,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52   827,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_002,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  827,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_003,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 20, 1952",9/20/52  098,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_004,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 20, 1952",9/20/52  222,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_005,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, October 5, 1952",10/5/52  249,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_006,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, October 5, 1952",10/5/52  249,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_007,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 5, 1952",9/5/52   222,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_008,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 5, 1952",9/5/52  222,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_009,15,"Medical Center - Construction  1951-52, N.D. ","UCLA School of Medicine looking southwest from northeast corner, September 15, 1951","Med School - looking S.W. from N.E. corner site 7 Sept 15, 1951 E5  067",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_010,15,"Medical Center - Construction  1951-52, N.D. ","UCLA School of Medicine looking east, September 15, 1951","Med School - looking E File A - Sept 15, 1951  #1  067",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_011,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during constuction, July 6, 1952",7/6/52  051,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_012,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, June 22, 1952",6/22/52  842,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_013,15,"Medical Center - Construction  1951-52, N.D. ","Looking north at UCLA Medical Center during construction, March 16, 1952",3/16/52  [Looking North] 572,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_014,15,"Medical Center - Construction  1951-52, N.D. ","Looking northeast at UCLA Medical Center during construction, March 16, 1952",3/16/52  [Looking NE]  572,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_015,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, March 16, 1952",3/16/52  [Looking East] 572,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_016,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, February 24, 1952","[Feb 24, 1952] [Looking East] 290",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_017,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  827 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_018,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  827,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_019,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, May 10, 1952",5/10/52  649,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_020,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, May 10, 1952",5/10/52  649,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_021,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, May 10, 1952",5/10/52 649,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_022,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, May 10, 1952",5/10/52  649,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_023,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, July 6, 1952",7/6/52  051 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_024,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, July 6, 1952",7/6/52  051,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_025,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, December 14, 1952",12/14/52  084,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_026,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, December 14, 1952",12/14/52  084,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_027,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, April 12, 1952",4/12/52  [Looking East]  288,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_028,15,"Medical Center - Construction  1951-52, N.D. ","Looking north at UCLA Medical Center during construction, April 12, 1952",4/12/52  [Looking North] 288,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_029,15,"Medical Center - Construction  1951-52, N.D. ","Looking south at UCLA Medical Center during construction, May 4, 1952",5/4/52  [Looking South] 024,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_030,15,"Medical Center - Construction  1951-52, N.D. ","Looking east from the southwest corner at UCLA Medical Center during construction, November 30, 1952",L. E. fr. S. W. cor  11/30/52   362,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_031,15,"Medical Center - Construction  1951-52, N.D. ","Looking southeast  from northwest corner at UCLA Medical Center, November 30, 1952",11/30/52  L.S.E.fr.N.W.cor  362,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_032,15,"Medical Center - Construction  1951-52, N.D. ","Looking north from southeast corner at UCLA Medical Center during construction, October 20, 1951","Oct 20, 1951  N from SE corner  [North from SE Corner] 141",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_033,15,"Medical Center - Construction  1951-52, N.D. ","Looking south from northeast corner at UCLA Medical Center during construction, October 20, 1951","Oct 20, 1951  S from NE corner 141",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_034,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, October 20, 1951","Oct. 20, 1951  [Looking East] 141",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_035,15,"Medical Center - Construction  1951-52, N.D. ","Back view of UCLA Medical Center classroom building, October 7, 1951","[Oct. 7, 1951] [Back of Medical School Class Bldg.]  Oct 7  4  #4  607",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_036,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, October 12, 1952",10/12/52  603 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_037,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, October 12, 1952",10/12/52  603,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_038,15,"Medical Center - Construction  1951-52, N.D. ","Looking southwest from northeast corner at UCLA Medical Center during construction, December 25, 1951",12/25/51   [Looking SW from NE Corner]  427,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_039,15,"Medical Center - Construction  1951-52, N.D. ","Looking north from southeast corner at UCLA Medical Center during construction,December 25, 1951",12/25/51  [Looking North from SE Wing]  427,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_040,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, ca. March 1952",A - 1  -f.  [Looking EAST]  3/20/52  3/22/52  010,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_041,15,"Medical Center - Construction  1951-52, N.D. ","Looking northeast at UCLA Medical Center during construction, March 16, 1952",3/16/52  A - 2 - ng.  [Looking NE]  010,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_042,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  827,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_043,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  098,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_044,15,"Medical Center - Construction  1951-52, N.D. ","Looking south at UCLA Medical Center during construction, November 22, 1951","Nov. 22  727  [Nov. 22, 1951] [Looking South] ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_045,15,"Medical Center - Construction  1951-52, N.D. ","Looking west at UCLA Medical Center during construction, November 22, 1951","Nov. 22  727  [Nov. 22, 1951] [Looking West] ",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_046,15,"Medical Center - Construction  1951-52, N.D. ","Looking southeast at UCLA Medical Center during construction, November 8, 1952",11/8/52  L. S.E.  011,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_047,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, November 8, 1952",L. E  11/8/52  011,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_048,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 5, 1952",9/5/52  222,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_049,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 5, 1952",9/5/52 170,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_050,15,"Medical Center - Construction  1951-52, N.D. ","Looking northwest at UCLA Medical Center during construction, March 29, 1952","[March 29, 1952] [Looking NW]  365",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_051,15,"Medical Center - Construction  1951-52, N.D. ","Looking northwest at UCLA Medical Center during construction, March 16, 1952",A - 5 -f.  3/16/52  [Looking NW]  010,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_052,15,"Medical Center - Construction  1951-52, N.D. ","Looking east from northwest corner at UCLA Medical Center during construction, November 30, 1952",11/30/52  L. E from N.W. cor. 362,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_053,15,"Medical Center - Construction  1951-52, N.D. ","Looking east from west corner at UCLA Medical Center during construction, November 30, 1952",11/30/52  L. E fr. W. 362,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_054,15,"Medical Center - Construction  1951-52, N.D. ","Looking down on northeast wing from north at UCLA Medical Center during construction, November 7, 1951","Nov. 7   [Nov. 7, 1951]   [Looking Down on NE Wing from North]  727",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_055,15,"Medical Center - Construction  1951-52, N.D. ","Looking east at UCLA Medical Center during construction, November 7, 1951","[Nov. 7, 1951]  [Looking East]  Nov. 7  952",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_056,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 20, 1952",9/20/52  098,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_057,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 20, 1952",9/20/52  222,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_058,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 5, 1952",9/5/52  222,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_059,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 5, 1952",9/5/52  170,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_060,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  827,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_061,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 13, 1952",9/13/52  827,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_062,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 27, 1952",9/27/52  750,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_063,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 27, 1952",9/27/52  750,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_015_064,15,"Medical Center - Construction  1951-52, N.D. ","UCLA Medical Center during construction, September 20, 1952",9/20/52  098,,,,,,,,,,,,,,,,,,,,,,,,,,,
